date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:49:40	2457/2457	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2019:20:18%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/openhand.html	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/css/openhand.html	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:41	2457/2457	---M-Z	200	added ('OK')	text/html	date:Wed,%2011%20Aug%202021%2019:20:18%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/closedhand.html	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/css/closedhand.html	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:42	933/933	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:17:36%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile.png	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:42	951/951	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:17:38%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_white.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:43	938/938	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:17:36%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:44	935/935	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:17:38%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:46	184/184	---M--	200	added ('OK')	image/png	date:Sun,%2010%20Feb%202019%2000:17:36%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/coloredbg.png	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/coloredbg.png	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:49:52	2545/2545	---M--	200	added ('OK')	image/gif	date:Sun,%2010%20Feb%202019%2000:17:38%20GMT	https://tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/loader.gif	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/revslider/public/assets/assets/loader.gif	(from https://tansianuniversity.edu.ng/plugins/revslider/public/assets/css/settings.css)
13:50:08	13675/13675	---M--	200	added ('OK')	image/gif	date:Sun,%2010%20Feb%202019%2000:15:32%20GMT	https://tansianuniversity.edu.ng/images/preload.gif	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/images/preload.gif	(from https://tansianuniversity.edu.ng/css/style-core.css)
13:50:14	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2010%20Feb%202019%2000:16:48%20GMT	https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e.svg?v=4.7.0	C:/Users/MARTINS/Desktop/WEB-DEV/My%20Web%20Sites/tansain/tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/fontawesome/fontawesome-webfont3e6e3e6e3e6e.svg	(from https://tansianuniversity.edu.ng/plugins/goodlayers-core/plugins/combine/style.css)
